species_id,formula,name,casno,charge,point_group,multiplicity,s_squared,closed_shell,n_electrons,n_atoms,geometry_source,geometry_method,xyz,cheapest_energy_method,cheapest_energy_basis,cheapest_energy,best_energy_method,best_energy_basis,best_energy
C2H2F2_1630780,C2H2F2,"Ethene, 1,2-difluoro-, (E)-",1630780,0,C2h,1,0.0,1,32,6,experimental,,"C -0.337600 0.572300 0.000000
C 0.337600 -0.572300 0.000000
F 0.337600 1.734400 0.000000
F -0.337600 -1.734400 0.000000
H -1.405300 0.735000 0.000000
H 1.405300 -0.735000 0.000000",HF,STO-3G,-271.986156,CCSD(T),6-311G**,-276.517871
C2H2F2_75387,C2H2F2,"Ethene, 1,1-difluoro-",75387,0,C2v,1,0.0,1,32,6,experimental,,"C 0.000000 0.000000 1.393000
C 0.000000 0.000000 0.053000
H 0.000000 0.954200 1.922000
H 0.000000 -0.954200 1.922000
F 0.000000 1.081100 -0.695600
F 0.000000 -1.081100 -0.695600",HF,STO-3G,-272.000807,CCSD(T),6-31G*,-276.365649
C2H2F4_359353,C2H2F4,"1,1,2,2-tetrafluoroethane",359353,0,C2,1,0.0,1,50,8,experimental,,"C 0.673900 0.000000 -0.341200
C -0.673900 0.000000 0.341200
H 0.598500 0.000000 -1.425800
H -0.598500 0.000000 1.425800
F 1.365300 1.095300 0.069700
F 1.365300 -1.095300 0.069700
F -1.365300 1.095300 -0.069700
F -1.365300 -1.095300 -0.069700",HF,STO-3G,-468.118234,CCSD(T)=FULL,cc-pVTZ,-476.295091
C2H2F4_811972,C2H2F4,"1,1,1,2-tetrafluoroethane",811972,0,Cs,1,0.0,1,50,8,calculated,CCSD(T)/cc-pVDZ,"C 0.361600 0.194000 0.000000
C -1.157900 0.238900 0.000000
F 0.838000 1.455900 0.000000
F 0.838000 -0.434700 1.086100
F 0.838000 -0.434700 -1.086100
F -1.650800 -1.047100 0.000000
H -1.495100 0.773300 0.905600
H -1.495100 0.773300 -0.905600",HF,STO-3G,-468.13255,CCSD(T),aug-cc-pVDZ,-475.828743
C2H2N2O_288379,C2H2N2O,Furazan,288379,0,C2v,1,0.0,1,36,7,experimental,,"O 0.000000 0.000000 1.128900
N 0.000000 1.132500 0.352700
N 0.000000 -1.132500 0.352700
C 0.000000 0.710400 -0.880300
C 0.000000 -0.710400 -0.880300
H 0.000000 1.404500 -1.702900
H 0.000000 -1.404500 -1.702900",HF,STO-3G,-257.233398,CCSD(T)=FULL,cc-pVTZ,-261.714383
C2H2N2S_289065,C2H2N2S,"1,3,4-Thiadiazole",289065,0,C2v,1,0.0,1,44,7,experimental,,"S 0.000000 0.000000 1.172900
C 0.000000 1.177200 -0.081100
C 0.000000 -1.177200 -0.081100
N 0.000000 0.685500 -1.287900
N 0.000000 -0.685500 -1.287900
H 0.000000 2.235600 0.118800
H 0.000000 -2.235600 0.118800",,,,,,
C2H2N2_20815456,C2H2N2,Ethenediimine,20815456,0,C2h,1,0.0,1,28,6,calculated,CCSD(T)=FULL/daug-cc-pVTZ,"C 0.266700 -0.594800 0.000000
C -0.266700 0.594800 0.000000
N 0.266700 -1.842700 0.000000
N -0.266700 1.842700 0.000000
H 1.215100 -2.221600 0.000000
H -1.215100 2.221600 0.000000",HF,STO-3G,-183.269318,CCSD(T)=FULL,aug-cc-pVQZ,-186.676095
C2H2N2_43730263,C2H2N2,"cyanamide, methylene",43730263,0,Cs,1,0.0,1,28,6,calculated,CCSD(T)=FULL/daug-cc-pVTZ,"C 0.093800 -1.544500 0.000000
N -0.628100 -0.488800 0.000000
C 0.000000 0.705900 0.000000
N 0.438400 1.782800 0.000000
H -0.415400 -2.498600 0.000000
H 1.180600 -1.527400 0.000000",HF,STO-3G,-183.366645,CCSD(T)=FULL,cc-pVQZ,-186.723129
C2H2N4_290960,C2H2N4,sym-tetrazine,290960,0,D2h,1,0.0,1,42,8,calculated,CCD/cc-pVDZ,"C 0.000000 0.000000 1.262300
C 0.000000 0.000000 -1.262300
N 0.000000 1.201500 0.661800
N 0.000000 -1.201500 0.661800
N 0.000000 -1.201500 -0.661800
N 0.000000 1.201500 -0.661800
H 0.000000 0.000000 2.356000
H 0.000000 0.000000 -2.356000",HF,STO-3G,-290.82913,QCISD,cc-pVDZ,-295.527453
C2H2O+_463514,C2H2O,Ketene cation,463514,1,C2v,2,0.752,0,21,5,experimental,,"C 0.000000 0.000000 0.000000
C 0.000000 0.000000 1.315000
O 0.000000 0.000000 2.475000
H 0.000000 0.945100 -0.520600
H 0.000000 -0.945100 -0.520600",HF,6-31G*,-151.425157,CCSD(T)=FULL,6-31G*,-151.859049
C2H2O2+_107222,C2H2O2,Ethanedial cation,107222,1,C2v,,,,29,6,experimental,,"C 0.000000 0.763000 0.000000
C 0.000000 -0.763000 0.000000
H 1.048100 1.190700 0.000000
H -1.048100 -1.190700 0.000000
O -1.036700 1.390800 0.000000
O 1.036700 -1.390800 0.000000",HF,TZVP,-226.319538,MP2,TZVP,-226.963699
C2H2O2_107222,C2H2O2,Ethanedial,107222,0,C2v,1,0.0,1,30,6,experimental,,"C 0.000000 0.763000 0.000000
C 0.000000 -0.763000 0.000000
H 1.048100 1.190700 0.000000
H -1.048100 -1.190700 0.000000
O -1.036700 1.390800 0.000000
O 1.036700 -1.390800 0.000000",HF,STO-3G,-223.582301,CCSD(T)=FULL,aug-cc-pVQZ,-227.685048
C2H2O3_1588674,C2H2O3,diformyl ether,1588674,0,Cs,1,0.0,1,38,7,experimental,,"O -0.042200 0.724500 0.000000
C -0.930900 -0.342300 0.000000
C 1.292200 0.442100 0.000000
O -2.099800 -0.152400 0.000000
O 1.780300 -0.650100 0.000000
H -0.411100 -1.313500 0.000000
H 1.849200 1.384700 0.000000",HF,STO-3G,-297.451473,CCSD(T)=FULL,daug-cc-pVTZ,-302.761615
C2H2O3_298124,C2H2O3,oxo acetic acid,298124,0,Cs,1,0.0,1,38,7,calculated,CCSD(T)=FULL/aug-cc-pVDZ,"C -0.757800 -0.755000 0.000000
C 0.000000 0.581700 0.000000
O -0.152400 -1.817600 0.000000
O -0.580800 1.647500 0.000000
O 1.343100 0.448400 0.000000
H -1.865100 -0.675800 0.000000
H 1.532700 -0.510200 0.000000",HF,STO-3G,-297.440331,CCSD(T)=FULL,cc-pVTZ,-302.671679
C2H2O4_144627,C2H2O4,Oxalic Acid,144627,0,C2h,1,0.0,1,46,8,calculated,CCSD(T)=FULL/cc-pVTZ,"C -0.053400 0.762900 0.000000
C 0.053400 -0.762900 0.000000
O 1.122800 1.366700 0.000000
O -1.122800 -1.366700 0.000000
O -1.122800 1.314100 0.000000
O 1.122800 -1.314100 0.000000
H 1.785100 0.655100 0.000000
H -1.785100 -0.655100 0.000000",HF,STO-3G,-371.299525,CCSD(T)=FULL,cc-pVTZ,-377.900217
C2H2O_157186,C2H2O,Oxirene,157186,0,C2v,1,0.0,1,22,5,calculated,CCSD(T)=FULL/daug-cc-pVTZ,"O 0.000000 0.000000 0.891600
C 0.000000 0.635500 -0.461300
C 0.000000 -0.635500 -0.461300
H 0.000000 1.648200 -0.798400
H 0.000000 -1.648200 -0.798400",HF,STO-3G,-149.624246,CCSD(T)=FULL,aug-cc-pVQZ,-152.375484
C2H2O_32038792,C2H2O,ethynol,32038792,0,Cs,1,0.0,1,22,5,calculated,CCSD(T)/cc-pVTZ,"C 0.000000 0.123100 0.000000
C 0.106800 1.325900 0.000000
O -0.189800 -1.182600 0.000000
H 0.206000 2.382300 0.000000
H 0.671200 -1.615600 0.000000",HF,STO-3G,-149.692793,CCSD(T),cc-pVTZ,-152.303986
C2H2O_463514,C2H2O,Ketene,463514,0,C2v,1,0.0,1,22,5,experimental,,"C 0.000000 0.000000 0.000000
C 0.000000 0.000000 1.315000
O 0.000000 0.000000 2.475000
H 0.000000 0.945100 -0.520600
H 0.000000 -0.945100 -0.520600",HF,STO-3G,-149.726105,CCSD(T)=FULL,aug-cc-pVQZ,-152.499022
C2H2S_18282774,C2H2S,Thioketene,18282774,0,C2v,1,0.0,1,30,5,experimental,,"C 0.000000 0.000000 1.834100
C 0.000000 0.000000 0.519700
S 0.000000 0.000000 -1.034500
H 0.000000 0.945000 2.376700
H 0.000000 -0.945000 2.376700",HF,STO-3G,-469.047856,CCSD(T)=FULL,aug-cc-pVQZ,-475.113789
C2H2_2143693,C2H2,vinylidene,2143693,0,C2v,1,0.0,1,14,4,calculated,CCSD(T)=FULL/cc-pCVTZ,"C 0.000000 0.000000 -0.480600
C 0.000000 0.000000 0.822500
H 0.000000 0.938600 -1.025600
H 0.000000 -0.938600 -1.025600",HF,STO-3G,-75.788585,CCSD(T)=FULL,cc-pVTZ,-77.145149
C2H2_74862,C2H2,Acetylene,74862,0,D∞h,1,0.0,1,14,4,experimental,,"C 0.000000 0.000000 0.601300
C 0.000000 0.000000 -0.601300
H 0.000000 0.000000 1.664400
H 0.000000 0.000000 -1.664400",HF,STO-3G,-75.856248,CCSD(T)=FULL,aug-cc-pVQZ,-77.270638
C2H3+_2669898,C2H3,vinyl cation,2669898,1,Cs,1,0.0,1,14,5,experimental,,"C 0.048800 0.724500 0.000000
C 0.048800 -0.591500 0.000000
H -0.683600 1.518200 0.000000
H -0.876300 -1.158400 0.000000
H 0.973900 -1.158400 0.000000",HF,STO-3G,-76.136519,CCSD(T)=FULL,aug-cc-pVQZ,-77.52243
C2H3-_2669898,C2H3,vinyl anion,2669898,-1,Cs,1,0.0,1,16,5,experimental,,"C 0.048800 0.724500 0.000000
C 0.048800 -0.591500 0.000000
H -0.683600 1.518200 0.000000
H -0.876300 -1.158400 0.000000
H 0.973900 -1.158400 0.000000",HF,STO-3G,-76.233033,CCSD(T)=FULL,aug-cc-pVQZ,-77.858551
C2H3Br3_2311140,C2H3Br3,"1,1,1-tribromoethane",2311140,0,C3v,1,0.0,1,120,8,calculated,CCSD(T)=FULL/6-31G*,"C 0.000000 0.000000 0.423500
C 0.000000 0.000000 2.008200
Br 0.000000 1.874900 -0.207200
Br 1.623700 -0.937400 -0.207200
Br -1.623700 -0.937400 -0.207200
H 0.000000 -1.045500 2.388300
H 0.905500 0.522800 2.388300
H -0.905500 0.522800 2.388300",HF,STO-3G,-7710.559515,CCSD(T)=FULL,6-31G*,-7710.743707
C2H3Br_593602,C2H3Br,vinyl bromide,593602,0,Cs,1,0.0,1,50,6,experimental,,"C 1.194500 0.529900 0.000000
C 2.214700 -0.325900 0.000000
Br -0.603200 -0.034300 0.000000
H 1.313100 1.602900 0.000000
H 3.226100 0.053000 0.000000
H 2.050000 -1.401600 0.000000",HF,STO-3G,-2621.170877,CCSD(T),6-311G**,-2650.296082
C2H3Cl2F_1717006,C2H3Cl2F,"1,1-Dichloro-1-fluoroethane",1717006,0,Cs,1,0.0,1,58,8,calculated,MP3=FULL/6-31+G**,"C 0.017600 0.328200 0.000000
C -1.159300 1.274000 0.000000
F 1.172100 1.044500 0.000000
Cl 0.017600 -0.692000 1.455900
Cl 0.017600 -0.692000 -1.455900
H -2.092200 0.721000 0.000000
H -1.102500 1.896500 0.888300
H -1.102500 1.896500 -0.888300",HF,6-31G*,-1095.873274,MP3=FULL,6-31+G**,-1096.678327
C2H3Cl3_71556,C2H3Cl3,"Ethane, 1,1,1-trichloro-",71556,0,C3v,1,0.0,1,66,8,experimental,,"C 0.000000 0.000000 1.798000
C 0.000000 0.000000 0.248000
H 0.000000 -1.030500 2.162300
H 0.892500 0.515300 2.162300
H -0.892500 0.515300 2.162300
Cl 0.000000 1.656200 -0.367900
Cl -1.434300 -0.828100 -0.367900
Cl 1.434300 -0.828100 -0.367900",HF,STO-3G,-1440.285863,CCSD(T),6-31G*,-1456.642582
C2H3Cl3_79005,C2H3Cl3,"1,1,2-trichloroethane",79005,0,C1,1,0.0,1,66,8,calculated,CCSD(T)/6-31G*,"C 0.662300 -0.842700 0.391200
C -0.417100 -0.078000 -0.364400
Cl 2.297000 -0.305000 -0.090000
H 0.546700 -0.694600 1.468500
H 0.577400 -1.906700 0.152700
Cl -1.991200 -0.853700 -0.011700
Cl -0.443100 1.644600 0.081800
H -0.260900 -0.134100 -1.443400",HF,STO-3G,-1440.290051,CCSD(T),6-31G*,-1456.646145
C2H3ClF2_75683,C2H3ClF2,"1-Chloro-1,1-Difluoroethane",75683,0,Cs,1,0.0,1,50,8,calculated,CCSD(T)=FULL/cc-pVDZ,"C -0.350200 -0.002000 0.000000
C -0.816900 1.436000 0.000000
Cl 1.442100 -0.124600 0.000000
F -0.816900 -0.656600 1.089000
F -0.816900 -0.656600 -1.089000
H -1.920100 1.437600 0.000000
H -0.444300 1.947200 0.900900
H -0.444300 1.947200 -0.900900",HF,STO-3G,-727.227357,CCSD(T)=FULL,cc-pVTZ,-737.136215
C2H3ClO_107200,C2H3ClO,chloroacetaldehyde,107200,0,Cs,1,0.0,1,40,7,calculated,CCSD(T)=FULL/cc-pVDZ,"C 0.014500 0.690800 0.142400
C 1.167600 -0.305100 0.236600
Cl -1.542800 -0.177100 -0.086300
O 2.259400 -0.087800 -0.248700
H -0.055500 1.265400 1.083000
H 0.181600 1.377800 -0.701300
H 0.934100 -1.243300 0.801100",HF,STO-3G,-604.941798,CCSD(T)=FULL,cc-pVDZ,-612.494845
C2H3ClO_75365,C2H3ClO,Acetyl Chloride,75365,0,Cs,1,0.0,1,40,7,experimental,,"C 0.000000 0.527200 0.000000
C 1.496100 0.699400 0.000000
O -0.834900 1.371000 0.000000
Cl -0.466500 -1.209200 0.000000
H 1.759100 1.772600 0.000000
H 1.936700 0.228500 0.897300
H 1.936700 0.228500 -0.897300",HF,STO-3G,-604.966879,CCSD=FULL,aug-cc-pVTZ,-612.807525
C2H3Cl_75014,C2H3Cl,"Ethene, chloro-",75014,0,Cs,1,0.0,1,32,6,experimental,,"C 0.000000 0.000000 1.332000
C 0.000000 0.000000 0.000000
Cl 0.000000 1.458900 2.254300
H 0.000000 -0.905800 1.938400
H 0.000000 0.924900 -0.555700
H 0.000000 -0.939100 -0.531300",HF,STO-3G,-531.078676,CCSD(T),6-31G**,-537.389093
C2H3F+_75025,C2H3F,fluoroethene cation,75025,1,Cs,2,0.75,0,23,6,experimental,,"C 0.000000 0.447600 0.000000
C 1.187700 -0.148700 0.000000
F -1.135600 -0.276900 0.000000
H -0.234900 1.503800 0.000000
H 1.232100 -1.234800 0.000000
H 2.096600 0.429000 0.000000",HF,TZVP,-176.627779,MP3=FULL,6-31+G**,-177.002461
C2H3F3_420462,C2H3F3,"Ethane, 1,1,1-trifluoro-",420462,0,C3v,1,0.0,1,42,8,experimental,,"C 0.000000 0.000000 1.466200
C 0.000000 0.000000 -0.027800
H 0.000000 -1.002300 1.871200
H 0.868000 0.501100 1.871200
H -0.868000 0.501100 1.871200
F 0.000000 1.243300 -0.527600
F -1.076700 -0.621700 -0.527600
F 1.076700 -0.621700 -0.527600",HF,STO-3G,-370.69201,CCSD(T),6-31G*,-376.627912
C2H3F3_430660,C2H3F3,"Ethane, 1,1,2-trifluoro",430660,0,Cs,1,0.0,1,42,8,calculated,CCSD(T)=FULL/daug-cc-pVDZ,"C -0.772000 -0.604200 -0.287600
C 0.466100 0.019800 0.333600
F -1.893800 0.107900 0.152100
F 1.551500 -0.760900 -0.007800
F 0.675200 1.274700 -0.184500
H -0.714700 -0.541300 -1.386100
H -0.867200 -1.651600 0.040900
H 0.421100 0.104500 1.430800",HF,STO-3G,-370.659407,CCSD(T)=FULL,aug-cc-pVTZ,-377.187715
C2H3FO_1544463,C2H3FO,Fluoroacetaldehyde,1544463,0,Cs,1,0.0,1,32,7,calculated,MP2/cc-pVTZ,"C 0.000000 0.737800 0.000000
C 0.221600 -0.755900 0.000000
O 1.327300 -1.248500 0.000000
F -1.351300 1.012600 0.000000
H 0.457300 1.172700 0.887600
H 0.457300 1.172700 -0.887600
H -0.700500 -1.361900 0.000000",HF,6-31G*,-251.758309,MP2,cc-pVTZ,-252.660897
C2H3FO_557993,C2H3FO,Acetyl fluoride,557993,0,Cs,1,0.0,1,32,7,experimental,,"C 0.000000 0.190400 0.000000
C 0.988400 -0.941900 0.000000
O 0.215800 1.351500 0.000000
F -1.260000 -0.288700 0.000000
H 2.002300 -0.558400 0.000000
H 0.840100 -1.572900 0.868800
H 0.840100 -1.572900 -0.868800",HF,STO-3G,-248.424001,CCSD(T),6-31G*,-252.435689
C2H3F_75025,C2H3F,"Ethene, fluoro-",75025,0,Cs,1,0.0,1,24,6,experimental,,"C 0.000000 0.447600 0.000000
C 1.187700 -0.148700 0.000000
F -1.135600 -0.276900 0.000000
H -0.234900 1.503800 0.000000
H 1.232100 -1.234800 0.000000
H 2.096600 0.429000 0.000000",HF,STO-3G,-174.532948,CCSD(T)=FULL,aug-cc-pVQZ,-177.723888
C2H3I_593668,C2H3I,Vinyl iodide,593668,0,Cs,1,0.0,1,68,6,calculated,CCD/3-21G*,"C 0.476300 -1.510800 0.000000
C -0.453900 -2.470700 0.000000
I 0.000000 0.591900 0.000000
H 1.546100 -1.699900 0.000000
H -1.520700 -2.258900 0.000000
H -0.160000 -3.520900 0.000000",HF,STO-3G,-6927.194829,QCISD,3-21G*,-6965.253767
C2H3N+_157164,C2H3N,2H-Azirine cation,157164,1,Cs,2,0.751,0,21,6,calculated,CCSD(T)=FULL/daug-cc-pVTZ,"N 0.000000 0.769800 0.000000
C 0.865700 -0.074900 0.000000
C -0.781900 -0.470100 0.000000
H 1.849300 -0.521700 0.000000
H -1.175800 -0.798600 0.949200
H -1.175800 -0.798600 -0.949200",HF,6-31G*,-131.514381,CCSD(T)=FULL,aug-cc-pVQZ,-132.184612
C2H3N+_75058,C2H3N,Acetonitrile cation,75058,1,C3v,2,1.292,0,21,6,experimental,,"C 0.000000 0.000000 0.000000
C 0.000000 0.000000 1.458000
N 0.000000 0.000000 2.615000
H 0.000000 -1.041000 -0.367500
H 0.901600 0.520500 -0.367500
H 0.901600 -0.520500 -0.367500",HF,STO-3G,-129.907812,CCSD(T)=FULL,6-31G*,-130.122618
C2H3N-_75058,C2H3N,acetonitrile anion,75058,-1,C3v,2,0.75,0,23,6,experimental,,"C 0.000000 0.000000 0.000000
C 0.000000 0.000000 1.458000
N 0.000000 0.000000 2.615000
H 0.000000 -1.041000 -0.367500
H 0.901600 0.520500 -0.367500
H 0.901600 -0.520500 -0.367500",HF,STO-3G,-129.95667,CCSD(T)=FULL,daug-cc-pVTZ,-132.591407
C2H3N3_288880,C2H3N3,"1H-1,2,4-Triazole",288880,0,,1,0.0,1,36,8,,,,,,,,,
C2H3NO3_471476,C2H3NO3,Oxamic acid,471476,0,Cs,1,0.0,1,46,9,calculated,CCSD(T)/6-31G*,"C 0.008800 -0.793200 0.000000
C 0.000000 0.748300 0.000000
O -1.078400 1.350900 0.000000
O 1.030600 -1.452500 0.000000
O -1.231600 -1.298300 0.000000
N 1.232900 1.287800 0.000000
H 1.345100 2.294300 0.000000
H 2.041500 0.676500 0.000000
H -1.834700 -0.516600 0.000000",HF,STO-3G,-351.778669,QCISD,6-31+G**,-357.559369
C2H3NO_107164,C2H3NO,cyanomethanol,107164,0,C1,1,0.0,1,30,7,calculated,CCSD(T)=FULL/aug-cc-pVDZ,"C -0.581500 0.597000 0.038500
C 0.831600 0.114800 -0.006100
O -1.525900 -0.458900 -0.111100
H -0.724700 1.157900 0.980500
H -0.745700 1.285400 -0.804700
H -1.409200 -1.078500 0.623000
N 1.940900 -0.280700 -0.014900",HF,6-31G*,-206.763449,MP2,cc-pVTZ,-207.592285
C2H3NO_54680523,C2H3NO,Nitrosoethylene,54680523,0,Cs,1,0.0,1,30,7,calculated,CCSD/daug-cc-pVTZ,"C 1.204000 1.220300 0.000000
C 0.000000 0.650900 0.000000
N -0.044800 -0.784100 0.000000
O -1.171500 -1.225200 0.000000
H 2.090000 0.599700 0.000000
H 1.323000 2.293800 0.000000
H -0.951200 1.169600 0.000000",HF,STO-3G,-204.01201,CCSD,cc-pVQZ,-207.576539
C2H3NO_624839,C2H3NO,methylisocyante,624839,0,Cs,1,0.0,1,30,7,calculated,CCSD(T)=FULL/daug-cc-pVTZ,"C 1.344800 1.100000 0.000000
N 0.000000 0.585800 0.000000
C -0.557400 -0.477600 0.000000
O -1.224100 -1.445100 0.000000
H 1.303400 2.185100 0.000000
H 1.882200 0.770400 0.887600
H 1.882200 0.770400 -0.887600",HF,STO-3G,-204.083836,CCSD(T)=FULL,daug-cc-pVTZ,-207.753197
C2H3N_157164,C2H3N,2H-Azirine,157164,0,Cs,1,0.0,1,22,6,calculated,CCSD(T)=FULL/aug-cc-pVTZ,"N -0.865400 -0.168000 0.000000
C 0.000000 0.744700 0.000000
C 0.657800 -0.533000 0.000000
H 0.043500 1.820300 0.000000
H 1.033800 -0.957200 0.919000
H 1.033800 -0.957200 -0.919000",HF,STO-3G,-130.176362,CCSD(T)=FULL,aug-cc-pVTZ,-132.514075
C2H3N_157175,C2H3N,1H-Azirine,157175,0,Cs,1,0.0,1,22,6,calculated,CCSD(T)=FULL/aug-cc-pVTZ,"N -0.036600 0.899200 0.000000
C -0.036600 -0.476900 0.639700
C -0.036600 -0.476900 -0.639700
H 0.930100 1.228300 0.000000
H -0.117400 -0.900100 1.616300
H -0.117400 -0.900100 -1.616300",HF,STO-3G,-130.113017,CCSD(T)=FULL,aug-cc-pVTZ,-132.459956
C2H3N_17619226,C2H3N,Ethenimine,17619226,0,Cs,1,0.0,1,22,6,calculated,CCSD(T)=FULL/aug-cc-pVTZ,"C 0.080800 -1.250200 0.000000
C 0.000000 0.058200 0.000000
N -0.196600 1.269700 0.000000
H 0.122000 -1.786400 0.932500
H 0.122000 -1.786400 -0.932500
H 0.647200 1.837000 0.000000",HF,STO-3G,-130.180854,CCSD(T)=FULL,aug-cc-pVTZ,-132.546117
C2H3N_52324046,C2H3N,Ethynamine,52324046,0,Cs,1,0.0,1,22,6,calculated,CCSD(T)=FULL/aug-cc-pVTZ,"C -0.070200 1.366400 0.000000
C 0.000000 0.161300 0.000000
N 0.143800 -1.190400 0.000000
H -0.128400 2.420700 0.000000
H -0.228600 -1.627000 0.829500
H -0.228600 -1.627000 -0.829500",HF,STO-3G,-130.176812,CCSD(T)=FULL,aug-cc-pVTZ,-132.522134
C2H3N_593759,C2H3N,methyl isocyanide,593759,0,C3v,1,0.0,1,22,6,calculated,CCSD(T)/6-311G**,"C 0.000000 0.000000 -1.119100
N 0.000000 0.000000 0.313100
C 0.000000 0.000000 1.494800
H 0.000000 1.032100 -1.481900
H 0.893800 -0.516100 -1.481900
H -0.893800 -0.516100 -1.481900",HF,STO-3G,-130.233171,CCSD(T),6-31+G**,-132.343503
C2H3N_75058,C2H3N,Acetonitrile,75058,0,C3v,1,0.0,1,22,6,experimental,,"C 0.000000 0.000000 0.000000
C 0.000000 0.000000 1.458000
N 0.000000 0.000000 2.615000
H 0.000000 -1.041000 -0.367500
H 0.901600 0.520500 -0.367500
H 0.901600 -0.520500 -0.367500",HF,STO-3G,-130.271542,CCSD(T)=FULL,aug-cc-pVQZ,-132.631149
C2H3N_88333022,C2H3N,methyleneaminomethylene,88333022,0,Cs,1,0.0,1,22,6,calculated,CCSD(T)=FULL/aug-cc-pVTZ,"C 0.176700 -1.168800 0.000000
N 0.000000 0.100800 0.000000
C -0.334100 1.275500 0.000000
H 0.247600 -1.688600 0.941200
H 0.247600 -1.688600 -0.941200
H 0.448800 2.031000 0.000000",HF,STO-3G,-130.129497,CCSD(T)=FULL,aug-cc-pVTZ,-132.498478
C2H3O+_3170692,C2H3O,acetyl cation,3170692,1,Cs,1,0.0,1,22,6,calculated,CCSD(T)=FULL/6-31G*,"C 0.000000 0.000000 -1.232300
C 0.000000 0.000000 0.218900
O 0.000000 0.000000 1.350400
H 0.000000 1.044800 -1.574400
H 0.904800 -0.522400 -1.574400
H -0.904800 -0.522400 -1.574400",HF,STO-3G,-150.145362,CCSD(T)=FULL,6-31G*,-152.520462
C2H3O+_41084893,C2H3O,"ketene, protonated",41084893,1,,1,0.0,1,22,6,calculated,CCSD(T)=FULL/aug-cc-pVQZ,"C 1.017200 0.785800 0.000000
C 0.000000 0.013400 0.000000
O -0.895600 -0.821400 0.000000
H 1.434800 1.118800 0.945200
H 1.434800 1.118800 -0.945200
H -1.808100 -0.461500 0.000000",HF,STO-3G,-150.067462,CCSD(T)=FULL,aug-cc-pVQZ,-152.755959
C2H3O-_3170692,C2H3O,Acetyl anion,3170692,-1,Cs,1,0.0,1,24,6,calculated,MP3=FULL/6-31+G**,"C -0.958100 -0.594300 0.000000
C 0.000000 0.608200 0.000000
O 1.170400 0.313100 0.000000
H -0.432100 -1.574600 0.000000
H -1.591200 -0.507000 0.878100
H -1.591200 -0.507000 -0.878100",HF,6-31G*,-152.236725,MP3=FULL,6-31+G**,-152.769153
C2H3O2-_71501,C2H3O2,acetate anion,71501,-1,,1,0.0,1,32,7,calculated,CCSD/6-31G*,"C 0.046300 -1.345900 0.000000
C 0.000000 0.213900 0.000000
H 1.077700 -1.720300 0.000000
H -0.483400 -1.731700 0.882900
H -0.483400 -1.731700 -0.882900
O -1.162800 0.698600 0.000000
O 1.114200 0.798300 0.000000",HF,STO-3G,-224.048331,CCSD(T)=FULL,6-31G*,-227.859652
C2H3O3_36709101,C2H3O3,acetyl peroxy radical,36709101,0,Cs,2,0.75,0,39,8,calculated,MP3=FULL/6-31+G**,"C 1.420600 0.161800 0.000000
C 0.000000 0.516300 0.000000
O -0.395100 1.663800 0.000000
O -0.969000 -0.485900 0.000000
O -0.363300 -1.714000 0.000000
H 1.994300 1.077000 0.000000
H 1.650700 -0.428400 0.880700
H 1.650700 -0.428400 -0.880700",HF,6-31G*,-301.952278,MP3=FULL,6-31+G**,-302.776998
C2H3O_3170692,C2H3O,Acetyl radical,3170692,0,Cs,2,0.75,0,23,6,calculated,CCSD(T)/cc-pVTZ,"C -0.972300 -0.662000 0.000000
C 0.000000 0.502900 0.000000
O 1.185900 0.465800 0.000000
H -0.435600 -1.612900 0.000000
H -1.608700 -0.579700 0.881100
H -1.608700 -0.579700 -0.881100",HF,STO-3G,-150.331124,CCSD(T),cc-pVTZ,-152.93596
C2H3O_4400015,C2H3O,Vinyloxy radical,4400015,0,Cs,2,0.756,0,23,6,calculated,CCSD(T)=FULL/aug-cc-pVDZ,"C 0.000000 0.435600 0.000000
H 0.295300 1.509400 0.000000
C 1.066900 -0.540800 0.000000
O -1.203400 0.119200 0.000000
H 2.115200 -0.225500 0.000000
H 0.815800 -1.606300 0.000000",HF,STO-3G,-150.346848,CCSD(T)=FULL,aug-cc-pVDZ,-152.813711
C2H3_2669898,C2H3,vinyl,2669898,0,Cs,2,0.756,0,15,5,experimental,,"C 0.048800 0.724500 0.000000
C 0.048800 -0.591500 0.000000
H -0.683600 1.518200 0.000000
H -0.876300 -1.158400 0.000000
H 0.973900 -1.158400 0.000000",HF,STO-3G,-76.435726,CCSD(T)=FULL,aug-cc-pVQZ,-77.834988
C2H4+_74851,C2H4,Ethylene cation,74851,1,D2h,2,0.75,0,15,6,experimental,,"C 0.000000 0.000000 0.669500
C 0.000000 0.000000 -0.669500
H 0.000000 0.928900 1.232100
H 0.000000 -0.928900 1.232100
H 0.000000 0.928900 -1.232100
H 0.000000 -0.928900 -1.232100",HF,STO-3G,-76.797547,CCSD(T)=FULL,cc-pVTZ,-78.085999
C2H4-_74851,C2H4,Ethylene anion,74851,-1,D2h,2,0.765,0,17,6,experimental,,"C 0.000000 0.000000 0.669500
C 0.000000 0.000000 -0.669500
H 0.000000 0.928900 1.232100
H 0.000000 -0.928900 1.232100
H 0.000000 0.928900 -1.232100
H 0.000000 -0.928900 -1.232100",HF,6-31G*,-77.896622,MP3=FULL,6-31+G**,-78.273958
